1.7265067	-1.5660987	-1.7504623	0.25202462	-0.8430478	0.9396328	2.2647734	-2.383806	0.74953043	-0.36940297	1.6194135	0.13706486	2.0006003	-2.9803975	1.3428552	0.24682954	-0.04861605	-0.063547745	2.876815	1.4174278	-0.16959691	-3.3647976	1.8656422	1.0468053	-1.3640718	0.43877637	0.18884608	-0.56542426	-1.150928	0.192818	1.1585381	1.1129886	-0.58262336	3.1422982	0.4290344	2.1023595	1.2320652	3.1674569	1.0539061	3.2241616
1.6222457	-1.271616	-1.749164	0.25395772	-0.9267882	0.83835953	2.3134906	-2.3912742	0.4687274	-0.44235954	1.7443463	0.027379593	2.0814662	-2.9921682	1.3471142	0.041287635	0.00972675	-0.330822	3.2570457	1.2653061	-0.08112555	-3.4200673	2.092328	0.7827994	-1.1440511	0.51299983	0.15304542	-0.582785	-0.8840366	0.22392735	1.0046827	1.2564263	-0.6368653	3.1303027	0.4277751	2.247697	1.292346	3.1208267	0.91557944	3.4976103
0.8584627	0.4361017	-0.69705987	0.4043335	0.49892718	0.5525843	1.2694573	-0.8113436	-1.2054558	-0.24261768	1.6173111	-1.6289752	1.3917967	-1.6738131	0.2586336	-0.7577303	0.61670065	0.24879326	2.3129182	1.3321657	0.6018405	-1.7119435	0.9572832	0.74344635	-1.3625312	0.7740212	0.47900492	0.28373024	-1.8780278	-1.7148862	2.2423205	-0.39627704	-0.8801184	1.2491703	-0.39619493	1.3989614	-0.43952465	0.23724307	1.0120542	2.0868375
2.340361	0.380916	-0.36573675	-0.49212784	-0.04669951	0.5035256	2.373529	-2.745693	0.4740561	1.5291661	0.73755896	-0.93104875	2.0695064	-0.799363	1.4876454	0.60919356	-0.74146545	1.0643947	3.144217	1.3481438	-2.0156963	-3.3237286	1.96163	0.19897236	-0.7051564	2.7251828	-0.49387658	-1.1247364	-0.3260445	1.3772941	0.095614485	-1.2872906	-1.4378189	1.036814	-0.6015025	0.6794542	0.79603904	0.056219786	1.3516688	3.0962615
2.408927	-1.3521773	-1.1841872	0.015700176	1.136085	0.6323341	-0.14342462	-2.5559447	-1.98177	0.8045028	1.239802	-0.7555806	0.46442106	-3.29431	-0.40414047	-2.645367	-1.4885696	-0.30814952	4.192195	1.5374982	-0.85856295	-1.9641538	2.4274406	0.8975003	-0.15277834	-1.5784843	0.9968455	-0.6715288	-1.0470843	0.36272493	0.09826139	-0.31669745	-0.43360612	1.3747226	-0.20822063	0.880241	0.2755028	3.1717937	0.94906914	1.3128661
0.8920864	-1.0218513	0.48613727	1.6733044	0.99593246	1.1486571	2.0369325	-1.5016234	-0.6268973	-0.032549895	2.7328327	-1.7140839	1.1843208	-2.1867085	0.4503446	-0.77969134	-2.2267992	0.2547769	3.4620385	2.1553051	-0.5555047	-1.736713	2.603324	-0.7049844	0.20961796	-0.3831824	-0.24199449	-1.433339	-1.6518698	0.46607396	-0.8076431	-0.4416063	-0.7791048	1.749876	-1.9885647	1.6726085	1.4306834	0.36772612	1.8771662	1.0169736
0.26090655	-0.9680457	1.0111848	1.657843	0.9710338	2.8198543	2.35772	-3.801677	0.9445077	1.0039073	-0.939117	0.4336981	4.0681524	-0.15538193	0.061007705	0.94561225	-0.23961677	0.047120582	2.8523998	-0.06328119	1.462861	-4.1157217	1.9304614	6.283902e-05	-0.26999077	-0.037877984	-1.0937371	-1.2655604	-2.50323	0.48089465	-0.8229338	-2.2558525	-1.6775665	1.5989879	0.7887721	0.06915938	-0.51862574	1.5695616	0.6848819	3.9582422
0.99197316	-1.2995015	-2.2661781	1.3943795	0.6123203	0.4784777	1.5697426	-2.253386	-1.0762304	-1.1842005	0.93614215	0.26480752	1.5995646	-1.7364854	0.17899062	-0.7845393	-1.5897902	-1.0243165	1.9070314	0.7573069	-0.18522647	-3.0767431	1.0616083	1.4550347	-1.287611	1.121011	1.6096145	-2.4747465	-0.93405336	-1.1583233	-1.0196851	-1.4085062	-2.5285833	0.119107306	0.14674993	0.61261433	-0.00472538	-0.24485792	1.6785146	4.3460336
1.7022254	-2.096795	-1.1594874	0.30706066	0.13171479	0.022259004	2.873427	1.0861084	-1.1671985	0.93389636	1.980472	0.24194063	0.70002466	-2.7911756	2.1498752	0.22793993	-0.66038513	0.72160316	4.2348237	-0.81378263	-0.62205225	-3.6187582	2.2894392	2.3385317	-2.4979272	-0.78506446	1.0707353	-2.0395303	-1.2699142	1.1496257	-1.7179126	-0.009690357	-0.4703115	4.551635	-1.0436954	-0.9223717	0.30678174	-0.5056831	0.757627	1.2543085
1.7937293	-1.2376978	-0.57873875	0.81985825	0.53654844	-0.15083256	2.3286557	-1.3544701	0.1965773	-0.9723133	-0.3207897	-0.7796865	-0.02720955	-2.7208736	1.7381786	0.088526234	-1.574054	2.013441	2.3745594	1.179309	-1.0794184	-2.3412178	2.5204537	-0.42621055	0.16361932	-1.6860381	1.2055944	-2.4876132	-0.10177433	-0.36003843	0.41125157	-0.37134036	-1.8037415	2.4129398	-0.849892	0.3591138	-1.022923	2.9128451	0.675062	1.4644634
