Doc ID,Values
Document 780,0.5857582688331604
Document 507,0.4916556477546692
Document 1271,0.47965097427368164
Document 1706,0.45881080627441406
Document 107,0.45604896545410156
Document 412,0.4092750549316406
Document 436,0.3919338583946228
Document 1585,0.3902851939201355
Document 1878,0.37874799966812134
Document 327,0.3732110261917114
