Pairs,Cosine Distance
"(9, 53)",0.008199229767864207
"(9, 54)",0.009460456652733124
"(9, 55)",0.009816404785026538
"(9, 56)",0.009663905449673936
"(9, 57)",0.00927821235254093
"(9, 58)",0.008873946240979001
"(9, 59)",0.012878286943941566
"(9, 60)",0.009200748346916861
"(9, 61)",0.006965818831730983
"(9, 62)",0.007359684739545655
"(9, 63)",0.01063915421996459
"(9, 64)",0.012651145530067805
"(9, 65)",0.011991568126929584
"(9, 66)",0.008219104760151396
"(9, 67)",0.009135075875547577
"(9, 68)",0.011136659522721575
"(9, 69)",0.009935215228585263
"(9, 70)",0.009672936787843272
"(9, 71)",0.009346090614620226
"(9, 72)",0.010510367386197138
"(9, 73)",0.009192045908100967
"(9, 74)",0.011781239002904597
"(9, 75)",0.010383634784876382
"(9, 76)",0.009702552205287667
"(9, 77)",0.006400650469777492
"(9, 78)",0.011030201389964021
"(9, 79)",0.00987561394466418
"(9, 80)",0.011351899701625588
"(9, 81)",0.009857009589014417
"(9, 82)",0.009283228404907192
"(9, 83)",0.011473258806850049
"(9, 84)",0.010407157359113947
"(9, 85)",0.009786848413982339
"(9, 86)",0.009335699289263425
"(9, 87)",0.012447713106645662
"(9, 88)",0.009042394332446769
"(9, 89)",0.010482780760843115
"(10, 10)",0.008757134334354863
"(10, 11)",0.01368195753855819
"(10, 12)",0.012840414639068386
"(10, 13)",0.006250190898482589
"(10, 14)",0.008062761746745101
"(10, 15)",0.007594024260382727
"(10, 16)",0.009842479809784541
"(10, 17)",0.007988470179984322
"(10, 18)",0.011315577903490978
"(10, 19)",0.008166280360823466
"(10, 20)",0.008581072298308064
"(10, 21)",0.011776138506255569
"(10, 22)",0.00730570229377415
"(10, 23)",0.008621282527855868
"(10, 24)",0.009320987942193002
"(10, 25)",0.011473771571481776
"(10, 26)",0.010885866128171048
"(10, 27)",0.012025079948484075
"(10, 28)",0.01358209054875179
"(10, 29)",0.012110525497492588
"(10, 30)",0.008094554410509653
"(10, 31)",0.009999442812720182
"(10, 32)",0.008149062482131061
"(10, 33)",0.008576751912464452
"(10, 34)",0.010396901702308179
"(10, 35)",0.007482706415936158
"(10, 36)",0.010481582153057476
"(10, 37)",0.011065762146738496
"(10, 38)",0.0055295582152682324
"(10, 39)",0.012240309818032001
"(10, 40)",0.011841234389209029
"(10, 41)",0.01255705934103924
"(10, 42)",0.010432341710928517
"(10, 43)",0.008067159765879494
"(10, 44)",0.010708061342645278
"(10, 45)",0.009419292540841525
"(10, 46)",0.010485479755537217
"(10, 47)",0.011510473100699827
"(10, 48)",0.008539847831264527
"(10, 49)",0.007486052383943826
"(10, 50)",0.007148573844762662
"(10, 51)",0.008438725479038825
"(10, 52)",0.008531634140239245
"(10, 53)",0.01089992714796538
"(10, 54)",0.009368684235003942
"(10, 55)",0.011913464940366377
"(10, 56)",0.0077653946358073375
"(10, 57)",0.00988175079130917
"(10, 58)",0.009103074780652759
"(10, 59)",0.011784351260315665
"(10, 60)",0.010904316036547203
"(10, 61)",0.008947957582486525
"(10, 62)",0.013344995986608595
"(10, 63)",0.012746398675267426
"(10, 64)",0.010074252257891695
"(10, 65)",0.013206437943315058
"(10, 66)",0.013005911221425028
"(10, 67)",0.010021485636884783
"(10, 68)",0.012375552305845609
"(10, 69)",0.011219852293190594
"(10, 70)",0.008307161847568462
"(10, 71)",0.01142616260350662
"(10, 72)",0.008662231341887849
"(10, 73)",0.011110799839825073
"(10, 74)",0.01175707608123948
"(10, 75)",0.012615092541885998
"(10, 76)",0.011580230506934085
"(10, 77)",0.01180461207596909
"(10, 78)",0.008795493981727718
"(10, 79)",0.010205847782974427
"(10, 80)",0.011996988328573438
"(10, 81)",0.009337186634095345
"(10, 82)",0.009404173605215713
"(10, 83)",0.010021449560044197
"(10, 84)",0.006675891650516458
"(10, 85)",0.010147556719925383
"(10, 86)",0.009533755234106248
"(10, 87)",0.01214747852085031
"(10, 88)",0.0102137898926375
"(10, 89)",0.009699660815517963
"(11, 11)",0.0
"(11, 12)",0.007979227072333622
"(11, 13)",0.007904047427426508
"(11, 14)",0.010007828963486573
"(11, 15)",0.009702179832776454
"(11, 16)",0.011176774277590437
"(11, 17)",0.012860860994842174
"(11, 18)",0.00852317666755818
"(11, 19)",0.010308521883496027
"(11, 20)",0.009626457731193847
"(11, 21)",0.010587191653317377
"(11, 22)",0.013375326203055418
"(11, 23)",0.009616470221136958
"(11, 24)",0.013104488329784229
"(11, 25)",0.009777683689343467
"(11, 26)",0.012222457179219043
"(11, 27)",0.010684931597995537
"(11, 28)",0.00886592849133996
"(11, 29)",0.011209012335331479
"(11, 30)",0.009261778700668525
"(11, 31)",0.01252145707824954
"(11, 32)",0.010309815570495515
"(11, 33)",0.007941793979265683
"(11, 34)",0.009292340359280862
"(11, 35)",0.011086349423990017
"(11, 36)",0.009405237548237128
"(11, 37)",0.008091956768482697
"(11, 38)",0.009601248139884682
"(11, 39)",0.012434796399405836
"(11, 40)",0.010425701919563463
"(11, 41)",0.006443169871857663
"(11, 42)",0.00886592849133996
"(11, 43)",0.010824340456314776
"(11, 44)",0.011943594485719912
"(11, 45)",0.008006295057807472
"(11, 46)",0.01059114345506583
"(11, 47)",0.010539125108251658
"(11, 48)",0.011425966822781722
"(11, 49)",0.007938737283677354
"(11, 50)",0.009140858678618793
"(11, 51)",0.01280910865407021
"(11, 52)",0.008211519632891556
"(11, 53)",0.010716878947446488
"(11, 54)",0.011704128333149707
"(11, 55)",0.009518230412999576
"(11, 56)",0.012077953112149369
"(11, 57)",0.009571427772720246
"(11, 58)",0.007635082733417151
"(11, 59)",0.011311946485209366
"(11, 60)",0.010334458296277558
"(11, 61)",0.009747446330322209
"(11, 62)",0.010873947311324855
"(11, 63)",0.010140674125520806
"(11, 64)",0.008429408778988583
"(11, 65)",0.011715742528373242
"(11, 66)",0.01108955231037377
"(11, 67)",0.010175534018265731
"(11, 68)",0.01033457464426784
"(11, 69)",0.009584031018997366
"(11, 70)",0.00888987079035905
"(11, 71)",0.01237723976363149
"(11, 72)",0.012163968231429836
"(11, 73)",0.010685773305880122
"(11, 74)",0.010090004039003363
"(11, 75)",0.010007607710810617
"(11, 76)",0.010229633491065681
"(11, 77)",0.012075440396674382
"(11, 78)",0.010709790007814381
"(11, 79)",0.00886592849133996
"(11, 80)",0.00999617691744969
"(11, 81)",0.010744837115042925
"(11, 82)",0.010214346018120093
"(11, 83)",0.010883313250315618
"(11, 84)",0.011501871814315098
"(11, 85)",0.008433755937113896
"(11, 86)",0.00972669784626504
"(11, 87)",0.006637575359798529
"(11, 88)",0.012223781471618574
"(11, 89)",0.01375316863168446
"(12, 12)",0.012567200489311415
"(12, 13)",0.009389564078982091
"(12, 14)",0.010676204374210598
"(12, 15)",0.009241433708780302
"(12, 16)",0.011722989151263848
"(12, 17)",0.010318680864869678
"(12, 18)",0.007768442995558352
"(12, 19)",0.010192193217553167
"(12, 20)",0.007451830244493256
"(12, 21)",0.011546043908539581
"(12, 22)",0.00800696055991857
"(12, 23)",0.010902368628378201
"(12, 24)",0.01124759736152887
"(12, 25)",0.0091736201803469
"(12, 26)",0.01194113249629918
"(12, 27)",0.00966511363859771
"(12, 28)",0.009692510060794392
"(12, 29)",0.009152081573814743
"(12, 30)",0.008483755263450065
"(12, 31)",0.012602463669055411
"(12, 32)",0.009197107994759507
"(12, 33)",0.011232499724784302
"(12, 34)",0.011958859524567288
"(12, 35)",0.008262863365020393
"(12, 36)",0.008658213286463467
"(12, 37)",0.012595507897794742
"(12, 38)",0.007675933552148308
"(12, 39)",0.011663465162257152
"(12, 40)",0.01099109453449429
"(12, 41)",0.009466516322656687
"(12, 42)",0.01107780934059316
"(12, 43)",0.007992049723662345
"(12, 44)",0.010368110477147913
"(12, 45)",0.01052188917586734
"(12, 46)",0.009761097576105065
"(12, 47)",0.012712758919237243
"(12, 48)",0.010771626040085344
"(12, 49)",0.01183959781744225
"(12, 50)",0.009362920597412132
"(12, 51)",0.007896185431653288
"(12, 52)",0.012026122399250935
"(12, 53)",0.010185247597809453
"(12, 54)",0.012433370783153378
"(12, 55)",0.009616539077385794
"(12, 56)",0.011667376507087282
"(12, 57)",0.008987272491988881
"(12, 58)",0.006986110049994089
"(12, 59)",0.00861718119147306
"(12, 60)",0.010737537480312217
"(12, 61)",0.011433855559807802
"(12, 62)",0.009950591718762591
"(12, 63)",0.008433545940435203
"(12, 64)",0.010966751523048865
"(12, 65)",0.008380686312182757
"(12, 66)",0.009701815058521315
"(12, 67)",0.011534054096360182
"(12, 68)",0.007831523780505983
"(12, 69)",0.006644524210071082
"(12, 70)",0.009688495842413807
"(12, 71)",0.011634187039374713
"(12, 72)",0.009882990923677957
"(12, 73)",0.009637604849191942
"(12, 74)",0.0102694820644874
"(12, 75)",0.013877142415096216
"(12, 76)",0.010984671487247672
"(12, 77)",0.011716460285489463
"(12, 78)",0.009295268801885725
"(12, 79)",0.009317987171623559
"(12, 80)",0.01048844650600488
"(12, 81)",0.009110059733164115
"(12, 82)",0.0087041141066659
"(12, 83)",0.011089417448843113
"(12, 84)",0.008918482812900738
"(12, 85)",0.013062689993689274
"(12, 86)",0.010138731110939592
"(12, 87)",0.01231278176813103
"(12, 88)",0.009761235699390981
"(12, 89)",0.010460569906136166
"(13, 13)",0.011383988904074336
"(13, 14)",0.008188928303088344
"(13, 15)",0.010760871676649469
"(13, 16)",0.008529488077602907
"(13, 17)",0.008458671342698945
"(13, 18)",0.00822882375697189
"(13, 19)",0.010100676123122824
"(13, 20)",0.011964338118397366
"(13, 21)",0.012239631695145347
"(13, 22)",0.009646892440302984
"(13, 23)",0.010058399701999867
"(13, 24)",0.006568863888624516
"(13, 25)",0.012312154256001025
"(13, 26)",0.010424296663469933
"(13, 27)",0.011984718493549502
"(13, 28)",0.01006513888675238
"(13, 29)",0.008914556102318994
"(13, 30)",0.009932431250061624
"(13, 31)",0.013051025946705978
"(13, 32)",0.008742399105905414
"(13, 33)",0.008135239835250241
"(13, 34)",0.012478947560010788
"(13, 35)",0.012403352267119899
"(13, 36)",0.010191514875744776
"(13, 37)",0.01166582866848505
"(13, 38)",0.011815519518204809
"(13, 39)",0.010203591124761047
"(13, 40)",0.00975199992556943
"(13, 41)",0.007561035314937995
"(13, 42)",0.011221665278962506
"(13, 43)",0.009538005583313183
"(13, 44)",0.009617912283916988
"(13, 45)",0.010303814891037795
"(13, 46)",0.010749337927261574
"(13, 47)",0.012736177527452115
"(13, 48)",0.009149109330916234
"(13, 49)",0.011112357275589466
"(13, 50)",0.012979243907376778
"(13, 51)",0.0113838293445608
"(13, 52)",0.008960459037187986
"(13, 53)",0.009701686700751045
"(13, 54)",0.012671312975789608
"(13, 55)",0.00904526322655573
"(13, 56)",0.009724725797834007
"(13, 57)",0.009992666615085745
"(13, 58)",0.01038597175489906
"(13, 59)",0.011664851270408052
"(13, 60)",0.011853257744828904
"(13, 61)",0.008899792354371886
"(13, 62)",0.012274548809449845
"(13, 63)",0.00925442363939219
"(13, 64)",0.010613420165406675
"(13, 65)",0.008262672723808085
"(13, 66)",0.0057479360981261395
"(13, 67)",0.011065951454529235
"(13, 68)",0.010162162388437248
"(13, 69)",0.012447961114181371
"(13, 70)",0.008305630149535928
"(13, 71)",0.009591598300244452
"(13, 72)",0.012398069716441496
"(13, 73)",0.009438862827805525
"(13, 74)",0.00862148058015875
"(13, 75)",0.011895949382473193
"(13, 76)",0.009073703046545917
"(13, 77)",0.012357447925474711
"(13, 78)",0.011297745325660311
"(13, 79)",0.012406377145367135
"(13, 80)",0.01125067953132677
"(13, 81)",0.011945853427774262
"(13, 82)",0.010315073325346785
"(13, 83)",0.0098067246312836
"(13, 84)",0.008568537577771618
"(13, 85)",0.01128767812172728
"(13, 86)",0.008978890070325889
"(13, 87)",0.009965835764079837
"(13, 88)",0.009848344712572099
"(13, 89)",0.009371998613402432
"(14, 14)",0.009773884001133265
"(14, 15)",0.010116608282006034
"(14, 16)",0.008842111603790247
"(14, 17)",0.008357630260806291
"(14, 18)",0.00917764744637573
"(14, 19)",0.008257516070518387
"(14, 20)",0.011821445792980789
"(14, 21)",0.008268770409972495
"(14, 22)",0.009485894617554171
"(14, 23)",0.009216113819722397
"(14, 24)",0.011120000380837249
"(14, 25)",0.01255024328561598
"(14, 26)",0.009700384805746856
"(14, 27)",0.010623655640225453
"(14, 28)",0.01123391828803216
"(14, 29)",0.008804291952219582
"(14, 30)",0.008858101149701269
"(14, 31)",0.008956697213389285
"(14, 32)",0.011675125216567937
"(14, 33)",0.007723953496116132
"(14, 34)",0.01192551314718727
"(14, 35)",0.011355680259057286
"(14, 36)",0.010160141903649129
"(14, 37)",0.010612291740160653
"(14, 38)",0.009597006014611525
"(14, 39)",0.011328429169308447
"(14, 40)",0.006897794447763671
"(14, 41)",0.008750207324679623
"(14, 42)",0.013747576478423604
"(14, 43)",0.008367741895650963
"(14, 44)",0.007544941336463313
"(14, 45)",0.01128737213516397
"(14, 46)",0.015029806208635832
"(14, 47)",0.009068717897637866
"(14, 48)",0.009076405303462997
"(14, 49)",0.011175835305454816
"(14, 50)",0.010743458248702757
"(14, 51)",0.010429145461476297
"(14, 52)",0.008769069101051102
"(14, 53)",0.009670339671562216
"(14, 54)",0.00989806276236787
"(14, 55)",0.010132699655345643
"(14, 56)",0.007760015410296247
"(14, 57)",0.009771608759347747
"(14, 58)",0.010724846610189671
"(14, 59)",0.009346306526830939
"(14, 60)",0.010676215254855561
"(14, 61)",0.009498033926420724
"(14, 62)",0.012608314618721972
"(14, 63)",0.010407506360115285
"(14, 64)",0.009788779497758152
"(14, 65)",0.009764606295194165
"(14, 66)",0.008925625845042045
"(14, 67)",0.011092291383561437
"(14, 68)",0.010037873814957802
"(14, 69)",0.010033184585940555
"(14, 70)",0.009731604655837285
"(14, 71)",0.012103419334129083
"(14, 72)",0.008797276246811292
"(14, 73)",0.011333214816129351
"(14, 74)",0.008309836899626227
"(14, 75)",0.00951900444438058
"(14, 76)",0.00011072212377221288
"(14, 77)",0.012868515520486677
"(14, 78)",0.00883901039483553
"(14, 79)",0.011259049578561026
"(14, 80)",0.009787611678678091
"(14, 81)",0.007481288656757876
"(14, 82)",0.010396225905511907
"(14, 83)",0.009958032685513608
"(14, 84)",0.009564770007896923
"(14, 85)",0.010051680359458364
"(14, 86)",0.009959889598990903
"(14, 87)",0.011915470173071048
"(14, 88)",0.009887661224602095
"(14, 89)",0.010548732370270845
"(15, 15)",0.010610392429843081
"(15, 16)",0.01215677041909551
"(15, 17)",0.0076200308038541125
"(15, 18)",0.011838993696647806
"(15, 19)",0.010708205585833701
"(15, 20)",0.008924583517296029
"(15, 21)",0.011380696681970353
"(15, 22)",0.010542572633808152
"(15, 23)",0.01100618453816851
"(15, 24)",0.009317056435758517
"(15, 25)",0.009303382551641348
"(15, 26)",0.011283019223040364
"(15, 27)",0.008487275080463368
"(15, 28)",0.011542386562857077
"(15, 29)",0.011113443665108044
"(15, 30)",0.012151781100554936
"(15, 31)",0.01307031858808696
"(15, 32)",0.011980530936506684
"(15, 33)",0.01039523476698953
"(15, 34)",0.009569704254909788
"(15, 35)",0.010831006072479119
"(15, 36)",0.011234485553851287
"(15, 37)",0.011260156606312778
"(15, 38)",0.007750889599826829
"(15, 39)",0.01057464642526268
"(15, 40)",0.009564288950977367
"(15, 41)",0.011631787410075664
"(15, 42)",0.01087407131013993
"(15, 43)",0.011671968008717127
"(15, 44)",0.00973828288990075
"(15, 45)",0.01131405810774033
"(15, 46)",0.007059439197253057
"(15, 47)",0.010684916731466496
"(15, 48)",0.011255297103822908
"(15, 49)",0.01084854603485654
"(15, 50)",0.013914089395272085
"(15, 51)",0.010490246301379286
"(15, 52)",0.011552750789230213
"(15, 53)",0.012539955458812427
"(15, 54)",0.010303803208110592
"(15, 55)",0.011534406636360664
"(15, 56)",0.011050109554773011
"(15, 57)",0.010469573937519508
"(15, 58)",0.011014901619580051
"(15, 59)",0.009856006042971778
"(15, 60)",0.009669989609493503
"(15, 61)",0.008727155058487368
"(15, 62)",0.007998683042928929
"(15, 63)",0.006305294258531053
"(15, 64)",0.01154586456080001
"(15, 65)",0.009731517350432943
"(15, 66)",0.010147623518657004
"(15, 67)",0.011094046752923383
"(15, 68)",0.011117581267485032
"(15, 69)",0.009687239653085941
"(15, 70)",0.011290287873581136
"(15, 71)",0.006519719142723151
"(15, 72)",0.008746762050917501
"(15, 73)",0.009678435182907652
"(15, 74)",0.010290813412757274
"(15, 75)",0.011291213088243964
"(15, 76)",0.007161904415742421
"(15, 77)",0.009686098575708579
"(15, 78)",0.008774127284249462
"(15, 79)",0.01035373515193704
"(15, 80)",0.01064869841251576
"(15, 81)",0.009445345626556053
"(15, 82)",0.010132203698489058
"(15, 83)",0.008365149718055092
"(15, 84)",0.011212537461059982
"(15, 85)",0.011791476453754828
"(15, 86)",0.009592243954980447
"(15, 87)",0.012665462321939828
"(15, 88)",0.011235568121876711
"(15, 89)",0.010836645195878477
"(16, 16)",0.0
"(16, 17)",0.010796231176226525
"(16, 18)",0.008475728658659528
"(16, 19)",0.011989430692899948
"(16, 20)",0.008471634502580434
"(16, 21)",0.011779540697110224
"(16, 22)",0.007474682722801836
"(16, 23)",0.009222298239308552
"(16, 24)",0.009793685351541561
"(16, 25)",0.00987898487076973
"(16, 26)",0.011931646578324564
"(16, 27)",0.010139811026442026
"(16, 28)",0.009115435458897755
"(16, 29)",0.01048870615325609
"(16, 30)",0.009644875661085753
"(16, 31)",0.011062773296489073
"(16, 32)",0.010805350630240589
"(16, 33)",0.0098458561985378
"(16, 34)",0.010118303708268332
"(16, 35)",0.010548917032364049
"(16, 36)",0.011545953278552233
"(16, 37)",0.010997131000614361
"(16, 38)",0.008077875919791274
"(16, 39)",0.010136820401633698
"(16, 40)",0.009204940312013146
"(16, 41)",0.007585986533346472
"(16, 42)",0.009115435458897755
"(16, 43)",0.012405770634007843
"(16, 44)",0.01038464559362585
"(16, 45)",0.006617928230136837
"(16, 46)",0.0096284237920288
"(16, 47)",0.008359067387110695
"(16, 48)",0.011115349573731321
"(16, 49)",0.010340264679780171
"(16, 50)",0.010581952520957373
"(16, 51)",0.009521034946701945
"(16, 52)",0.00843156954112821
"(16, 53)",0.007799497461068109
"(16, 54)",0.01105755293417536
"(16, 55)",0.008498126998829616
"(16, 56)",0.009837441669001282
"(16, 57)",0.008087449282868581
"(16, 58)",0.011262154066384627
"(16, 59)",0.01029866273041572
"(16, 60)",0.009127185762999968
"(16, 61)",0.012342228496608607
"(16, 62)",0.014504656219610232
"(16, 63)",0.010414104145907176
"(16, 64)",0.008989025597121192
"(16, 65)",0.01190437443207612
"(16, 66)",0.010364784321739363
"(16, 67)",0.009558645677256337
"(16, 68)",0.010662094662852877
"(16, 69)",0.012111016520050115
"(16, 70)",0.010971270355376133
"(16, 71)",0.011374884773755173
"(16, 72)",0.0083159100545292
"(16, 73)",0.007801191367502679
"(16, 74)",0.011908779155127698
"(16, 75)",0.009753792304710306
"(16, 76)",0.011282276502557352
"(16, 77)",0.009896253803378517
"(16, 78)",0.012068589684612538
"(16, 79)",0.009115435458897755
"(16, 80)",0.009115309095243584
"(16, 81)",0.008078294447963482
"(16, 82)",0.008365154207862296
"(16, 83)",0.008493417313408476
"(16, 84)",0.007856365582931643
"(16, 85)",0.009198600496492728
"(16, 86)",0.00924143415897326
"(16, 87)",0.008680213313030665
"(16, 88)",0.011584194517239434
"(16, 89)",0.008445205565851276
"(17, 17)",0.006758322545692917
"(17, 18)",0.013145267307119981
"(17, 19)",0.008461204964177859
"(17, 20)",0.012929055844040067
"(17, 21)",0.00903735742727499
"(17, 22)",0.01158238084138738
"(17, 23)",0.011691346238394053
"(17, 24)",0.009774482452673797
"(17, 25)",0.01139334404489408
"(17, 26)",0.00905712230413078
"(17, 27)",0.00841866688483364
"(17, 28)",0.012599660084602117
"(17, 29)",0.007623337573540592
"(17, 30)",0.010458041427105573
"(17, 31)",0.008868836574825305
"(17, 32)",0.009690041327330543
"(17, 33)",0.011317291064788028
"(17, 34)",0.00860135815615874
"(17, 35)",0.01110623331586771
"(17, 36)",0.00950083837661952
"(17, 37)",0.010265551824060776
"(17, 38)",0.00951925020924287
"(17, 39)",0.011887724237542913
"(17, 40)",0.009883662532191508
"(17, 41)",0.009942699330207921
"(17, 42)",0.010139016858393758
"(17, 43)",0.011485303617527517
"(17, 44)",0.011024592898162948
"(17, 45)",0.011106484215006644
"(17, 46)",0.009092790102204297
"(17, 47)",0.010472746459926612
"(17, 48)",0.009706731513009674
"(17, 49)",0.010683193757806504
"(17, 50)",0.008858017593696917
"(17, 51)",0.011985384337631091
"(17, 52)",0.011532513118600558
"(17, 53)",0.009118508519033432
"(17, 54)",0.011043097350309016
"(17, 55)",0.01387879041386388
"(17, 56)",0.00976105067220854
"(17, 57)",0.01053885804235021
"(17, 58)",0.01278096124353851
"(17, 59)",0.012628287474518725
"(17, 60)",0.008019147588574305
"(17, 61)",0.01166921848788735
"(17, 62)",0.009784691526360363
"(17, 63)",0.009811945559388264
"(17, 64)",0.00891183859896018
"(17, 65)",0.008226317325823847
"(17, 66)",0.008602423458842948
"(17, 67)",0.010572602515286163
"(17, 68)",0.00997328447069235
"(17, 69)",0.009943889977706644
"(17, 70)",0.010032536671231043
"(17, 71)",0.011615908071211456
"(17, 72)",0.008652792508503504
"(17, 73)",0.011003077187317188
"(17, 74)",0.011892154082871892
"(17, 75)",0.008465606654463106
"(17, 76)",0.012846046669286265
"(17, 77)",0.01070325522954445
"(17, 78)",0.009447354581109
"(17, 79)",0.008123729205400018
"(17, 80)",0.010631299793370024
"(17, 81)",0.011426496529648208
"(17, 82)",0.010363251457689928
"(17, 83)",0.011428162773009181
"(17, 84)",0.008978286628671487
"(17, 85)",0.010246760186604812
"(17, 86)",0.007352844200837609
"(17, 87)",0.007033904862110287
"(17, 88)",0.008539584172528359
"(17, 89)",0.010915433347203709
"(18, 18)",0.0
"(18, 19)",0.012116596557391914
"(18, 20)",0.010537691884634104
"(18, 21)",0.007727596560459918
"(18, 22)",0.009009159227749555
"(18, 23)",0.013772398442178528
"(18, 24)",0.010528520244673071
"(18, 25)",0.012417865829760767
"(18, 26)",0.010985764507945056
"(18, 27)",0.011930368266576875
"(18, 28)",0.009350318971311358
"(18, 29)",0.011398691963518896
"(18, 30)",0.009677375945439161
"(18, 31)",0.00882534594575471
"(18, 32)",0.010822406362209403
"(18, 33)",0.007973350204312992
"(18, 34)",0.01045642606609605
"(18, 35)",0.010834021025592654
"(18, 36)",0.009303863010844694
"(18, 37)",0.010341699539988508
"(18, 38)",0.010246570970607669
"(18, 39)",0.009561524587679499
"(18, 40)",0.010843665976068763
"(18, 41)",0.007897483180140396
"(18, 42)",0.009350318971311358
"(18, 43)",0.009990263495866106
"(18, 44)",0.0099320080667076
"(18, 45)",0.012540796871224747
"(18, 46)",0.011221027065823314
"(18, 47)",0.008887635930058728
"(18, 48)",0.01109383463362237
"(18, 49)",0.010798813745293189
"(18, 50)",0.007161458486881789
"(18, 51)",0.011363005489803188
"(18, 52)",0.012165978059348373
"(18, 53)",0.011077846334184327
"(18, 54)",0.008944312588839301
"(18, 55)",0.009880315580516656
"(18, 56)",0.009765043449966582
"(18, 57)",0.00921504946124127
"(18, 58)",0.009410787403513613
"(18, 59)",0.00931002505627339
"(18, 60)",0.009868384143094993
"(18, 61)",0.008957866731547038
"(18, 62)",0.010006616414761029
"(18, 63)",0.009337440808244616
"(18, 64)",0.011321514167262113
"(18, 65)",0.009820732123265409
"(18, 66)",0.01619449778970779
"(18, 67)",0.009054162891579858
"(18, 68)",0.00918077166612033
"(18, 69)",0.013608158724181302
"(18, 70)",0.011724828532604325
"(18, 71)",0.008091106063214958
"(18, 72)",0.009279026852639803
"(18, 73)",0.011140291201133551
"(18, 74)",0.009442489033520553
"(18, 75)",0.010308788835583641
"(18, 76)",0.010617548775143986
"(18, 77)",0.01022664989989647
"(18, 78)",0.010528992430258887
"(18, 79)",0.009350318971311358
"(18, 80)",0.009189904701111754
"(18, 81)",0.007989105618635913
"(18, 82)",0.009659656807530182
"(18, 83)",0.011279720364718691
"(18, 84)",0.0077588823751786485
"(18, 85)",0.011630641173645226
"(18, 86)",0.010134916618670355
"(18, 87)",0.010802274437803563
"(18, 88)",0.009308269362430694
"(18, 89)",0.009363909280922558
"(19, 19)",0.011978984391705267
"(19, 20)",0.010185324222122696
"(19, 21)",0.012260285207161289
"(19, 22)",0.006488723853863298
"(19, 23)",0.00926216064532122
"(19, 24)",0.010973575302900876
"(19, 25)",0.010801834925904573
"(19, 26)",0.01148722592612496
"(19, 27)",0.008439856201943761
"(19, 28)",0.008423912765526582
"(19, 29)",0.008549768913348164
"(19, 30)",0.012583158925603377
"(19, 31)",0.009411120674930216
"(19, 32)",0.01025978006132444
"(19, 33)",0.008826649844578033
"(19, 34)",0.009133225986999118
"(19, 35)",0.010814852460951188
"(19, 36)",0.010105008310838845
"(19, 37)",0.009831986751013747
"(19, 38)",0.010159401631692886
"(19, 39)",0.012714440907465034
"(19, 40)",0.011113333971189947
"(19, 41)",0.008601149841840114
"(19, 42)",0.01190375902483456
"(19, 43)",0.011338777801480482
"(19, 44)",0.008994136971331744
"(19, 45)",0.010803642907971221
"(19, 46)",0.009337399266044794
"(19, 47)",0.010663423064775064
"(19, 48)",0.006215828378174788
"(19, 49)",0.00799866956967031
"(19, 50)",0.011968432433070206
"(19, 51)",0.0075483780613519015
"(19, 52)",0.012224774411046541
"(19, 53)",0.0066819918194034895
"(19, 54)",0.008522743164322572
"(19, 55)",0.010433847034859901
"(19, 56)",0.008578262167958246
"(19, 57)",0.010012904565637599
"(19, 58)",0.009570733624684085
"(19, 59)",0.010370161320840392
"(19, 60)",0.009055760207655725
"(19, 61)",0.0102486484980056
"(19, 62)",0.012615188864553682
"(19, 63)",0.00873532196286003
"(19, 64)",0.01124540097158355
"(19, 65)",0.011392997504952486
"(19, 66)",0.008209052240649953
"(19, 67)",0.011790628318856538
"(19, 68)",0.009892222077917843
"(19, 69)",0.0068422076560763
"(19, 70)",0.009525367670374624
"(19, 71)",0.01112237648529748
"(19, 72)",0.008716353472474365
"(19, 73)",0.008967775947601555
"(19, 74)",0.009428961831983135
"(19, 75)",0.011408419715406456
"(19, 76)",0.00960003208130948
"(19, 77)",0.01158712137664612
"(19, 78)",0.012490601873661824
"(19, 79)",0.008480787967610051
"(19, 80)",0.009734853500139041
"(19, 81)",0.010966824401447424
"(19, 82)",0.01067218181253054
"(19, 83)",0.011099903154156451
"(19, 84)",0.009249015217230736
"(19, 85)",0.009987001838133738
"(19, 86)",0.011757650451881898
"(19, 87)",0.006788124967228057
"(19, 88)",0.012814773380339857
"(19, 89)",0.011083096635223846
"(20, 20)",0.0114123990028311
"(20, 21)",0.010772424334822424
"(20, 22)",0.0074735878517543635
"(20, 23)",0.009761795424311704
"(20, 24)",0.00952328324833048
"(20, 25)",0.009832084715928238
"(20, 26)",0.008997548727577036
"(20, 27)",0.010624536250221537
"(20, 28)",0.010791673299134033
"(20, 29)",0.009104163940638248
"(20, 30)",0.01134630896747924
"(20, 31)",0.012348975193953353
"(20, 32)",0.009646351719934925
"(20, 33)",0.011091420877633916
"(20, 34)",0.007909574057030347
"(20, 35)",0.0060271113225899235
"(20, 36)",0.01091247709970459
"(20, 37)",0.01119997466158304
"(20, 38)",0.006602491123988179
"(20, 39)",0.010348986799971314
"(20, 40)",0.007676318156417764
"(20, 41)",0.01032569823418356
"(20, 42)",0.009355319368974211
"(20, 43)",0.008693461005725153
"(20, 44)",0.009185834429417034
"(20, 45)",0.009538607453525095
"(20, 46)",0.010006487663427323
"(20, 47)",0.010650827058298916
"(20, 48)",0.008345404910972612
"(20, 49)",0.009161069345050465
"(20, 50)",0.011794912874814073
